log_adj,smiles,group
1.40660035,COC1=CC2=CC=C(C=C2C=C1)C(C)C(O)=O,training
1.111316243,Clc1cc(N2CCC(CC2)C(=O)Nc2cc3NC(=O)COc3cc2)ccc1,training
2.528484741,S(=O)(=O)(C)c1cc(Oc2cc(-n3c4c(nc3C(C)C)c(ccc4)C(F)(F)F)ccc2)ccc1,training
1.573405799,N1(C[C@]2([C@H](CCCC2)C1)c1cc2c(cc1)cccc2)C,training
1.751338539,CC1=CC(OCCCC(C)(C)C(O)=O)=C(C)C=C1,training
0.267614176,Clc1ccc(Cl)cc1CN1C(N2C[C@H](N)CCC2)=CC(=O)N(C)C1=O,training
1.024831462,S(=O)(=O)(NN1CC(N(CCc2ccc(OC)cc2)C1=O)c1ccc(OCCOC)cc1)C,training
1.112874587,Fc1cc(F)c(F)cc1C[C@@H](N)CC(=O)N1CCC[C@H]1CNC(=O)C1CC1,training
0.121416813,O=C(N1CCC(n2c3c4cc[nH]c4ncc3nc2)CC1)[C@H]1N(CCC1)C,training
2.213316392,CC,training
0.991564288,OC(=O)Cc1n(C)c(cc1)C(=O)c1ccc(cc1)C,training
1.132555509,O(C)c1cc(ccc1)CN(C(=O)c1[nH]c2nc(ccc2c1)-c1cn[nH]c1)C,training
1.446901198,Oc1ccc(cc1CO)[C@@H](O)CN[C@@H](Cc1cc(ccc1)CC(=O)NC12CC3CC(C1)CC(C2)C3)C,training
0.959652099,[O-][N+](=O)C1=CC=CC=C1,training
2.784459001,O([C@@H]1CCN(C1)C(CCC(C(=O)N)(c1ccccc1)c1ccccc1)(C)C)c1cc(O)ccc1,training
2.875840146,O1CCN(CC1)CCOc1ccc(cc1)C(=O)N1CC(c2c([nH]c3c2cccc3)C(=C1)C(OC(C)C)=O)(C)C,training
0.792451913,S(=O)(=O)(N(C[C@H](NC(C)C)C(=O)NO)c1ccc(Oc2ccc(cc2)C)cc1)C,training
1.314341561,S(=O)(=O)(NN1C[C@@H](N(CCc2ccc(OC(F)(F)F)cc2)C1=O)c1ccc(OC)cc1)C,training
2.034932506,FC(F)(F)c1nc2c(cccc2N2CCC(N3CCN(CC3)c3cc(OC)cc4c3nccc4)CC2)c(OC)c1,training
0.745083523,O=C1N2C(=Nc3c1cc1c(c3)cccc1)C(=CC=C2)C(=O)NCCN(C)C,training
1.621336659,Fc1ccc(cc1)C[C@H]1NC(=O)[C@H](N(C)C(=O)[C@@H](NC[C@H](Oc2c(CCCNC1=O)cccc2)C)C1CC1)C,training
1.144749055,Clc1cccc(CN([C@H]2CCNC2)C2CCOCC2)c1C,training
1.768824889,[H]C12CC3=C(C=C(OC)C=C3)C3(CCCCC13)CCN2C,training
0.929386049,S1c2c(cccc2)C(=Nc2c1cccc2)N,training
1.946552695,Clc1ccc([Si]2(O)CCN(CC2)CCCC(=O)c2ccc(F)cc2)cc1,training
2.574846823,O1[C@H]2[C@@H](NC[C@H](C2)C)[C@@H](C)[C@]12CC(=C1[C@H]([C@H]3[C@H](C1)[C@@]1([C@@H](C[C@@H](O)CC1)CC3)C)CC2)C,training
1.750764698,Fc1cc(ccc1C(=O)N[C@@H](Cc1c2c([nH]c1)cccc2)C(=O)Nc1ccncc1)-c1cc(F)ccc1,training
0.51182652,S(=O)(=O)(N1CCN(CC1)Cc1cc(ccc1OCC(O)=O)C(F)(F)F)c1ccccc1,training
0.865226007,Clc1nc([nH]c1-c1ccc(cc1)-c1ccc(cc1)-c1[nH]c(nc1Cl)[C@H]1N(CCC1)C(=O)[C@@H](NC(OC)=O)C(C)C)[C@H]1N(CCC1)C(=O)[C@@H](NC(OC)=O)C(C)C,training
1.119295946,CCCCN(CCCC)N=O,training
2.225078042,O1C2=CC(=O)C=CC2=Nc2c1cc(OCC)cc2,training
1.793065983,S(=O)(=O)(C=1C(N2C(=NC=1SC)C(=CC=C2)Cc1ccccc1)=N)c1ccccc1,training
1.257511571,s1c(cc(C(=O)N)c1Nc1nc(ccc1)C)-c1ccccc1,training
0.65256565,O(C)c1cc(ccc1)CNC(=O)c1[nH]c2c(ccc(c2)-c2cn[nH]c2)c1CN(C)C,training
0.119147243,C\N=C(/C[N+]([O-])=O)NCCSCC1=CC=C(CN(C)C)O1,training
0.893822987,O1CCN(CC1)CCN1c2c(N(C(=O)N[C@H]3CCCC[C@@H]3O)C1=O)cccc2,training
0.558672414,S(=O)(=O)(c1cc(F)cc(F)c1)c1ccc(cc1)CNC(=O)c1[nH]c2c(c1)cncc2,training
0.838207031,O(CCC)c1ccccc1CC(N1CCNCC1)c1ccccc1,training
0.497529229,O(CC(O)CNC(C)C)c1ccc(cc1)CCOCC1CC1,training
0.967525909,S(=O)(=O)(NC(=O)[C@]12NC(=O)[C@H]3N(C[C@H](Oc4cc(OCC)nc5c4ccc(OC)c5C)C3)C(=O)[C@@H](NC(=O)c3n[nH]cc3)CCCCC\C=C/[C@@H]1C2)C1CC1,training
1.054390443,Clc1cc2c(NC(C)=C(\C=C\C(OC(C)(C)C)=O)C2=O)cc1OC,training
1.061654281,S(=O)(=O)(N1CCN(CC1)CC)c1cc(C=2NC(=O)c3nn(CCOC)c(c3N=2)CC)c(OCC)nc1,training
1.995787512,O=C(NCc1ccc(cc1)-c1ccccc1)c1n2c(nc1C(C)C)C=CC=C2,training
3.129020937,FC(F)(F)c1cc2c(nc1)c(N1CCC(N3CCN(CC3)c3cc(OC)cc4c3nccc4)CC1)ccc2,training
0.703893868,OC(=O)\C=C\c1ccc(NC(=O)C(NC(=O)c2cc3n(C)c(c(c3cc2)C2CCCCC2)-c2nc(N)ccc2)(C)C)cc1,training
0.736815716,OC(C1=CC=C(Cl)C=C1)(C1=CN=CN=C1)C1=CC=CC=C1Cl,training
1.739531436,Clc1cc(ccc1)-c1cc(F)c(cc1)C(=O)N[C@@H](Cc1c2c([nH]c1)cccc2)C(=O)Nc1ccncc1,training
1.081096979,Clc1cc2cc([nH]c2cc1)C(=O)N1CCN(CC1)C,training
1.825415028,Clc1cc(ccc1NC(=O)CSc1nnnn1-c1ccc(cc1Cl)C(C)(C)C)-c1ccc(OCC(O)=O)cc1,training
1.304023709,CCC1=CC=CC(CC)=C1N,training
1.205409788,S(=O)(=O)(Nc1cc2S(=O)(=O)N=C(Nc2cc1)C1=C(O)C(=NN(CCC(C)C)C1=O)C1CCC1)C,training
1.655567887,Fc1cc(cc(F)c1)C1Oc2c(N(CCCOC)C1=O)cc(cc2)-c1c(nc(nc1N)N)CC,training
-0.053304221,Oc1cc(ccc1)[C@@]1(O)CCCC[C@@H]1CN(C)C,training
0.59632968,S(=O)(=O)(CCCn1c2c(nc1CN1c3c(N(CC(F)(F)F)C1=O)ccnc3)cccc2)C,training
1.651183642,Clc1cc(ccc1Cl)C1(CCCCC1)C(N(C)C)C,training
2.403521276,Clc1sc(S(=O)(=O)Nc2nn(c3c2c(OC)ccc3)Cc2cc(ccc2)CNC(=O)C)cc1,training
1.712967748,O1CC(Cc2cc(OC)ccc12)C(=O)Nc1ccc(cc1OC)-c1cn[nH]c1,training
2.256967153,Fc1cc(cc(F)c1)C1(Oc2c(N(CCOCC(F)(F)F)C1=O)cc(cc2)-c1c(nc(nc1N)N)CC)C,training
0.399451762,O(C)c1ccc(-n2nc(c3c2C(=O)N(CC3)c2ccc(cc2)C2(NC)CC2)C(=O)N)cc1,training
1.676720151,S(CCN(C)C)c1nc(nc2c1cc(cc2)-c1cn[nH]c1)C1Cc2cc(ccc2OC1)C(=O)NCCN1CCOCC1,training
0.595185026,OC(=O)\C=C\c1ccc(NC(=O)C(NC(=O)c2cc3n(C)c(c(c3cc2)C2CCCCC2)-c2cc3c(nccc3)cc2)(C)C)cc1,training
0.745535565,O1C[C@@H](N(CC1)c1nc(nc2nc(ccc12)-c1cc(C(=O)N(C)C)c(OC)cc1)N1CCOC[C@@H]1C)C,training
1.634514405,Clc1ccc(cc1C(F)(F)F)CC(=O)Nc1c2c(ccc1)C(=O)N(C=C2)CCO,training
1.473376341,Clc1sc(S(=O)(=O)Nc2nn(c3c2c(OC)ccc3)Cc2cc(ccc2)CNC(=O)[C@H]2NCCOC2)cc1,training
2.156479754,O1[C@H](/C(=C/[C@H]2C[C@@H](OC)[C@H](O)CC2)/C)[C@H](C)[C@@H](O)CC(=O)[C@@H](\C=C(\C[C@@H](C[C@H](OC)[C@H]2O[C@](O)([C@@H](C[C@@H]2OC)C)C(=O)C(=O)N2[C@@H](CCCC2)C1=O)C)/C)CC=C,training
0.869402912,Clc1cc(cc(Oc2c(n(nc2CC)CCO)CC)c1)C#N,training
1.419055115,O=C(N(C)[C@@H]1CCN(C1)C1CCC1)c1ccc(-n2c3c(nc2C)cccc3)cc1,training
-0.094286418,O=C1NC(=O)C(N1)(C1=CC=CC=C1)C1=CC=CC=C1,training
0.603150005,Clc1c(OC(C2CCNCC2)c2ccccc2)cccc1Cl,training
1.581364185,S1(=O)(=O)N=C(Nc2c1cc(OCC(=O)N)cc2)C1=C(O)C(=NN(CCC(C)(C)C)C1=O)C(C)(C)C,training
0.496289481,Clc1nc(C(=O)NC(N)=N)c(nc1N)N,training
1.048452126,Fc1cccc(OC)c1OC1CN(C1)Cc1cnn(c1C)-c1ccccc1,training
0.955476824,Fc1cc(F)c(F)cc1C[C@@H](N)CC(=O)N1CCC[C@H]1CN(C)c1ncc(cc1)C#N,training
1.140396875,N1(C[C@@]2([C@@H](CCCC2)C1)c1cc2c(cc1)cccc2)C,training
0.234476894,CNC(=O)OC1=CC=C2N(C)C3N(C)CCC3(C)C2=C1,training
1.05008958,s1c(-c2ccccc2)c(nc1C)C(=O)N1CCC[C@@H](C(F)(F)F)[C@H]1CNC(=O)c1c2ncccc2ccc1,training
0.696631057,S(=O)(=O)(c1cc(ccc1)C(F)(F)F)c1ccc(cc1)CNC(=O)c1[nH]c2c(c1)cncc2,training
1.943387422,[nH]1c2ncnc(N(C)C3CCCCC3(C)C)c2cc1,training
0.702745317,O[C@H]1C[C@@H](n2c3c4cc[nH]c4ncc3nc2C)CC1,training
1.451432177,O1CCN(CC1)CCN1c2c(N(C(=O)Nc3c4c(ccc3)cccc4)C1=O)cccc2,training
2.00819713,Fc1cc(OCCCn2c3CCCCc3c3cc(ccc23)-c2onc(n2)C)ccc1F,training
2.290814133,Clc1cc(Cl)cc(N)c1S(=O)(=O)N[C@@H](CC)Cn1cc(c2c1cccc2)C,training
1.734017949,O=C1N(CCCCc2ccccc2)C(=O)N(CCCCc2ccccc2)C(=O)C1,training
0.195180358,s1c2c(nc(nc2NCCCN(C)C)NC)cc1-c1ccc(cc1)C#N,training
0.593494208,S1(=O)(=O)N(CC(=O)c2ccccc2)C(C(=O)c2ccccc2)=C(O)c2c1cccc2,training
1.02717093,O=C1CC(CC1)C(=O)N1CC(N(C)c2ncnc3[nH]ccc23)C(CC1)C,training
1.320548788,Clc1cnc(nc1-c1n2c(nc1)C=CC=C2)Nc1ccc(N2CCN(CC2)C(=O)CO)cc1OC,training
0.939843923,Fc1ccc(cc1)C1(C2CC3(O)CC1CC(C3)C2)CC(O)=O,training
1.07660693,Clc1ccc(cc1)C[C@H](C(=O)N1CCN(CC1)c1ncnc2c1[C@@H](SC2)C)CNC(C)C,training
2.108640346,OC1=C(CC2=C(O)C=CC=C2)C=CC=C1,training
1.335580352,O1C[C@@H](Oc2nc(nc(n2)N2CCOCC2)-c2ccc(NC(=O)Nc3ccc(cc3)C(=O)N3CCN(CC3)C)cc2)CC1,training
0.843248111,Fc1ccc(cc1)C1CCN(CC1)CCC(=O)N1c2c(C[C@H]1C(=O)N(C)C)cccc2,training
1.082689884,Fc1cc2CC(COc2cc1)C(=O)Nc1ccc(cc1OCCN(C)C)-c1cn[nH]c1,training
0.67025368,S(=O)(=O)(N1CCN(CC1)CC)c1cc(C=2NC(=O)c3nn(c(c3N=2)CC)C2CN(C2)C)c(OCCCC)nc1,training
0.337385022,Clc1ccc(cc1Cc1ccc(OC)cc1)[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,training
-0.024633752,S(=O)(=O)(Nc1cccc(N(Cc2ccc(Oc3ccc(OCC(O)=O)cc3)cc2)Cc2ccccc2)c1C)C,training
0.881688034,s1c2c(cc1C(=O)NCc1ccc(S(=O)(=O)c3cc(F)cc(F)c3)cc1)ccnc2,training
0.512800708,S(=O)(=O)(N1CCCC1)c1ccc(cc1)-c1nc(C(=O)Nc2cccnc2)c(nc1)N,training
0.385640879,s1c2c(nc(nc2NCCCN(C)C)NC)cc1-c1ccc(nc1)C(F)(F)F,training
0.742483467,FC1COCCC1N[C@H]1C[C@@](CC1)(C(C)C)C(=O)N1[C@H]2C[C@H](N(C2)C(=O)C2CCCCC2)C1,training
1.267803732,[H]C12CC3=C4C(OC5C(=O)CCC1(O)C45CCN2CC1CC1)=C(O)C=C3,training
2.577033469,ClC=1C=Cn2c(nc(CC)c2C(=O)NCc2ccc(cc2)-c2ccc(cc2)C(C)(C)C)C=1,training
1.786606436,S(=O)(=O)(Nc1cc2S(=O)(=O)N=C(Nc2cc1)C1=C(O)C(=NN(CCC(C)C)C1=O)N1CCCCC1C)C,training
2.261794641,O(CC1CCC(CC1)CNC(=O)c1ccc(O)cc1)c1ccccc1,training
0.824250523,O=C(N1CCC(n2c3c4cc[nH]c4ncc3nc2)CC1)[C@H]1N(CCC1)C(C)C,training
1.100058232,OC(=O)c1n(c2c(c1)cc(NC(=O)[C@]1(NC(=O)c3cc4n(C)c(c(c4cc3)C3CCCCC3)-c3ncccc3)CCCNC1)cc2)C,training
1.680325549,O(c1c(cc(cc1C)C)C)c1nc(cc(NC(CC)CC)c1C)C,training
0.698880376,Oc1cc2c([nH]cc2C[C@H](NC(=O)C2CCCCC2)C(=O)Nc2ccncc2)cc1,training
0.982558947,Fc1cc2[nH]c(cc2cc1)C(=O)N1C[C@]2(CCN(C2)C2CCNC2)c2c1cccc2,training
1.465978399,P(Oc1ccccc1)(=O)(N[C@H](C(OCC1CC1)=O)C)CO[C@H]1O[C@@H](n2c3ncnc(N)c3nc2)C(F)=C1,training
1.072723507,Clc1cc2NC(Oc2cc1)=O,training
2.980071307,COC(=O)C1=C(O)C=CC=C1,training
1.588870884,OC(=O)\C=C\c1ccc(NC(=O)C(NC(=O)c2cc3n(C)c(c(c3cc2)C2CCCCC2)-c2cncnc2)(C)C)cc1,training
0.042510254,CN1C2=C(C=C(C=C2)[N+]([O-])=O)C(=NCC1=O)C1=CC=CC=C1F,training
-1.137133181,Fc1c2c([nH]cc2C(=O)C(=O)N2CCN(CC2)C(=O)c2ccccc2)c(cc1)C(=O)NC,training
0.573604583,FC1COCCC1N[C@H]1C[C@@](CC1)(C(C)C)C(=O)N1[C@H]2C[C@H](N(C2)C(=O)NC(C)(C)C)C1,training
2.230979698,O[C@H]1CC[C@]2([C@H](C1)[C@@H](O)C[C@H]1[C@@H]3CC[C@H]([C@@](O)(CCCC(C)C)C)[C@]3(CC[C@@H]12)C)C,training
0.628364417,Brc1cc(F)c(NC2=C(F)C(=O)N(C=C2C(=O)N)C)cc1,training
1.905642536,Clc1ccccc1CNc1nc(NC2CCCC2)c(cn1)C(=O)NCCCN1CCCC1=O,training
0.488210706,CN(C)C(=O)NC1=CC=CC=C1,training
1.775658238,CC(C)(C)C1=CC=CC(O)=C1,training
1.108551612,S(=O)(=O)(N1CCC2(OCC(=O)N(C2)C2CC2)CC1)c1ccc(cc1)-c1cc2ncccc2cc1,training
1.786354777,CCOC(=O)CC(SP(=O)(OC)OC)C(=O)OCC,training
0.479756959,Clc1cc(C(=O)N2CCOCC2)c(OC)cc1Nc1nc(NCC)c(cn1)C(F)(F)F,training
1.822896578,O1[C@H](/C(=C/[C@@H]2CCC=CC2)/C)[C@H](C)[C@@H](O)CC(=O)[C@@H](\C=C(\C[C@@H](C[C@H](OC)[C@H]2O[C@](O)([C@@H](C[C@@H]2OC)C)C(=O)C(=O)N2[C@@H](CCCC2)C1=O)C)/C)CC=C,training
0.771117374,O(C)c1cc(ccc1OC)C(=O)NCc1cc(ccc1)C(=O)Nc1cc2c(CCN(C2)C)cc1,training
0.147088277,OC(=O)C(C)(C)c1ccc(cc1)-c1ncc(cc1)C#N,training
0.855155619,Clc1cc2N=C(N3CCN(CC3)C)c3c(Nc2cc1)cccc3,training
0.537218953,S(=O)(=O)(Nc1cccc(N(Cc2ccc(F)cc2F)Cc2ccc(Oc3cc(OCC(O)=O)c(F)cc3)cc2)c1C)C,training
0.269062468,FC(F)(F)CN1CCC(n2c3c4cc[nH]c4ncc3nc2)CC1,training
1.268589692,Fc1ccc(cc1)Cc1cc(Oc2c(cc(N3N=CC(=O)NC3=O)cc2C)C)ccc1O,training
2.005706327,S(=O)(=O)(Nc1cc2S(=O)(=O)N=C(Nc2cc1)C=1C(=O)N(C[C@](CCCC)(C)C=1O)C1CCC1)C,training
0.180830038,CN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C1=CC=CC=C1,training
0.969359314,S(=O)(=O)(Nc1cc2S(=O)(=O)N=C(Nc2cc1)C1=C(O)C(=NN(CCC(C)C)C1=O)C=C(C)C)C,training
0.826549754,O1Cc2c(N(C3CCN(CC3)CC(=O)Nc3cc4c5c(n(c4cc3)CC)cccc5)C1=O)cc(cc2)C,training
1.939169601,Fc1ccc(OC[C@@H]2CC[C@@H]3N(C2)CCN(C3)c2ncccn2)cc1,training
0.969676494,S(=O)(=O)(CC)c1cc2nc(oc2cc1)-c1cc2c(cc1)cccc2,training
2.291051856,O=C1CC(Cc2n-3c(CCCN4[C@H](CCCC4)CNc4cc-3ccc4C(=O)N)c(c12)C)(C)C,training
0.217517956,S(=O)(=O)(NC(=O)[C@@]1(NC(=O)[C@H]2N(C[C@H](n3cc(nc3)-c3ccccc3)C2)C(=O)[C@@H](NC(OC2CCCC2)=O)C(C)(C)C)C[C@H]1C=C)C1CC1,training
0.45259689,[nH]1c2ncc3nnn(c3c2cc1)C1CCN(CC1)CCC#N,training
3.11052328,O=NC1=CC=C(NC2=CC=CC=C2)C=C1,training
2.177728534,O(c1cc(ncc1CNC)C)c1ccccc1Oc1ccccc1,training
1.501100221,Clc1cc2nccc(NCCOc3ccc(cc3OC)\C=C\C(=O)c3ccc(OC)cc3OC)c2cc1,training
1.214044066,s1c(NC(=O)Nc2cc3c([nH]nc3)cc2)c(cc1C(C)(C)C)C(=O)NCCN(C)C,training
2.327498837,O[C@H]1CC[C@]2([C@H](C1)[C@@H](O)C[C@H]1[C@@H]3CC[C@H]([C@@](O)(CCCC(C)C)C)[C@]3(CC[C@@H]12)C)C,training
1.648656035,[nH]1c2ncc3nnn(c3c2cc1)[C@@H]1CCCN(C1)Cc1ccccc1,training
1.951161898,O=C(NCc1ccccc1)Cc1ccc(cc1)-c1ccccc1,training
1.626209123,Clc1ccc(S(=O)(=O)\N=C(/NCC)\N2N=CC(C2)CC)cc1,training
0.92129774,o1cc(nc1-c1c(ncnc1N)Nc1cc(C)c(Oc2ccc(nc2)C)cc1)CNC(=O)C=C,training
1.582954431,O(C)c1cc(ccc1)CN(C(=O)c1c2ccc(nc2[nH]c1)-c1cn[nH]c1)C1CC1,training
3.314382372,Clc1cnc(N2CCN(CC2)Cc2cn(nc2)CC(OCC)=O)cc1C(=O)Nc1cc-2c(CCc3c-2n(nc3C(=O)N)-c2cc(F)ccc2)cc1,training
1.798243286,Oc1ccc(cc1)C(O)C(N1CCC(CC1)Cc1ccccc1)C,training
0.485641811,NC(C)C1(CCCCC1)c1cc2c(cc1)cccc2,training
0.719676035,s1c(ccc1C)C1=NN(CC2CCC2)C(=O)C(=C1O)C=1Nc2c(S(=O)(=O)N=1)cc(OCC(=O)N)cc2,training
0.368305025,Clc1cc(Cl)ccc1-c1ccc(S(=O)(=O)Nc2cc(ccc2)C(O)=O)cc1,training
0.518215248,ClC1=CN(C(=O)C=C1OC1CCN(CC1)c1ncc(cn1)CCC)c1nc(C)c(N2CCC(O)C2=O)cc1,training
1.018231027,Ic1cc(F)c(Nc2c(ccc(F)c2F)-c2oc(nn2)NCCNC)cc1,training
1.131171478,Fc1cc(Nc2ncnc(N)c2-c2occ(n2)CNC(=O)C=C)ccc1OCc1ncccc1,training
0.506194576,O1[C@@H](Oc2cc(OC)c3c(O[C@]4([C@@H]([C@@H](C(OC)=O)[C@@H](O)[C@@]34O)c3ccccc3)c3ccc(OC)cc3)c2)[C@@H](OC[C@@H]1[C@H](O)CO)OC,training
1.117736269,Clc1ccc(cc1)[C@@H](N1S(=O)(=O)C(n2c(C1)cnc2)C[C@@H](O)c1ccccc1)C,training
1.689557753,COC(=O)CCCC(=O)OC,training
0.805982456,CNCCCN1C2=C(CCC3=C1C=CC=C3)C=CC=C2,training
0.794251732,Fc1cc(F)c(F)cc1C[C@@H](N)CC(=O)N1CCC[C@H]1CNC(=O)C1CCCC1,training
0.596639253,Clc1c2nc(OCC)cc(O[C@@H]3C[C@H](N(C3)C(=O)[C@H](C(C)(C)C)CC(=O)NC(C)(C)C)C(=O)N[C@@]3(C[C@H]3C=C)C(=O)NS(=O)(=O)C3CC3)c2ccc1,training
1.797168809,O(CC(O)CNCCC)c1ccccc1C(=O)CCc1ccccc1,training
1.21565662,s1c2cc(ccc2nc1N)-c1nn(c2ncnc(N)c12)Cc1cc2c(nc1N1CCN(CC1)C)cccc2,training
0.579597825,O=C(N1C[C@H](n2c3c4cc[nH]c4ncc3nc2)CCC1)CC#N,training
0.923354984,s1cccc1-c1n2CCc3c(n(nc3CC)C3CCCC3)-c2nn1,training
1.230430644,Fc1ccc(cc1)C(OC(=O)N)CCN1CCN(CC1)c1ccccc1,training
1.088323967,Fc1cc(cc(F)c1)C1(Oc2c(N(CCC(=O)NC)C1=O)cc(cc2)-c1c(nc(nc1N)N)CC)C,training
1.437383779,S(=O)(=O)(NC(=O)[C@]12NC(=O)[C@H]3N(C[C@H](Oc4cc(OC(C)C)nc5c4ccc(OC)c5C)C3)C(=O)[C@@H](NC(=O)c3nn(cc3)CC(F)(F)F)CCCCC\C=C/[C@@H]1C2)C1CC1,training
1.444917858,CC1=C(SCCO1)C(=O)NC1=CC=CC=C1,training
0.628746441,Fc1c(Nc2ccc(cc2F)C#C)c(cc(\C=N\OCCO)c1F)C(=O)NOCCO,training
0.292034819,O=C1N(Cc2ccccc2C#N)C(=NC=C1C=C)N1C[C@H](N)CCC1,training
1.089277331,s1cccc1C1=NN(CCC(CC)C)C(=O)C(=C1O)C=1Nc2c(S(=O)(=O)N=1)cc(OCC(=O)N)cc2,training
0.130968821,S(=O)(=O)(C)c1ccc(cc1)-c1cc(-c2ccc(F)nc2)c(nc1)N,training
1.657189718,CCOP(=S)(OCC)OC1=NN(C=N1)C1=CC=CC=C1,training
1.013848764,s1cccc1C(=O)c1ccc(cc1)C(C(O)=O)C,training
0.316490193,CN1C=NC2=C1C(=O)N(C)C(=O)N2C,training
0.529094495,Clc1cc(ncc1)NC(=O)c1nn(C)c(-c2ccc(F)cc2)c1C,training
0.849180832,Fc1c(F)cc(N2CCC(CC2)C(=O)Nc2cc3NC(=O)C(Oc3cc2)CCO)cc1F,training
3.61814167,FC(F)(F)c1ccc(cc1)CCC(=O)N[C@@H](Cc1c2c([nH]c1)cccc2)C(=O)Nc1ccncc1,training
1.14215241,[nH]1c2ncc3nc(n(c3c2cc1)C1CCCCC1)C,training
0.965315338,S(=O)(=O)(CCCn1c2c(nc1CN1c3c(N(CC(F)(F)F)C1=O)ccnc3)cccc2)CC,training
-0.197945824,O=C1N(C)C(=O)N(c2ncn(c12)C)C,training
1.765953333,Brc1cc(CN2CCOCC2)c(OCc2ccc(Cl)cc2)cc1,training
2.450165469,Clc1cc(ccc1)CNc1nc(NC2CCCC2)c(cn1)C(=O)NCCCN1CCCC1=O,training
1.484567129,O(C)c1cc(ccc1OC)C(=O)NCc1cc(ccc1)C(=O)NCCc1ccncc1,training
0.932749845,S(C(c1cc(C)c(cc1)C)(c1ccccc1)c1ccccc1)C[C@H](N)C(O)=O,training
1.059772434,Fc1cc(ccc1C(=O)N[C@H](Cc1c2c([nH]c1)cccc2)C(=O)Nc1ccncc1)-c1cc(C(F)(F)F)c(OCc2ccc(F)cc2)cc1,training
0.94854423,O(CCCN1CCCCC1C)c1cc2ncnc(N3CCN(CC3)C(=O)Nc3ccc(OC(C)C)cc3)c2cc1OC,training
1.889790735,Clc1cc(S(=O)(=O)\N=C(/NCC)\N2N=CCC2c2ccccc2)ccc1,training
1.727384233,Fc1cc(ccc1C(=O)N[C@H](Cc1c2c([nH]c1)cccc2)C(=O)Nc1ccncc1)-c1cc(F)c(F)cc1,training
2.735050525,Fc1cc(ccc1-c1ccc(cc1)CN1CCN(CC1)Cc1ccncc1)C(O)(C(F)(F)F)C(F)(F)F,training
1.414839771,Fc1ccccc1-c1onc(n1)COc1cc2c(CCC2N2CCN(CC2)C2(CCCC2)CO)cc1,training
3.249415291,O(C1CN(C1)C1(CCCC1)CCC(C(=O)N)(c1ccccc1)c1ccccc1)c1cc(O)ccc1,training
1.183500523,s1cccc1CN(C(=O)C12CC3CC(C1)CC(C2)C3)C,training
1.130206193,s1c2c(CCOC2)c(C(=O)N2CC(F)(F)C2)c1NC(=O)c1c(cccc1F)C(F)(F)F,training
1.978258079,O=C(NO)\C=C\c1cc2nc(n(c2cc1)CC(CN(C)C)(C)C)CCc1ccccc1,training
1.505433773,S(=O)(=O)(NC(=O)[C@]12NC(=O)[C@H]3N(C[C@H](Oc4cc(OCC)nc5c4ccc(OC)c5C)C3)C(=O)[C@@H](NC(OCCC)=O)CCCCC\C=C/[C@@H]1C2)C1CC1,training
-0.077271332,O(Cc1cccnc1)C(=O)NCc1ccc(cc1)C(=O)Nc1ccccc1N,training
2.373765024,CC(C)CC1N2C(=O)C(NC(=O)C3CN(C)C4CC5=C(Br)NC6=CC=CC(=C56)C4=C3)(OC2(O)C2CCCN2C1=O)C(C)C,training
3.524174208,O(CCN1CCCCC1)c1cc(ccc1)C(=O)N1CC(c2c([nH]c3c2cccc3)C(=C1)C(OC(C)C)=O)(C)C,training
1.933181462,O1[C@@H](C\C=C\C=C\[C@H](O)[C@H](C)[C@@H](O)[C@@H](CCC(=O)C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](Cc2cc(O)ccc2)C(=O)N2NC(CCC2)C1=O)/C(=C/C=C/C(=O)Nc1cccnc1)/C,training
1.567367867,O(Cc1ccccc1)c1ccc(cc1)C[C@@H](NC(=O)CCCCCCc1ccccc1)CCC(O)=O,training
3.18570942,Clc1cc(ccc1N(CC)C(SCC(=O)Nc1ccc(cc1Cl)-c1ccc(cc1)CC(O)=O)=O)C(C)(C)C,training
0.873716598,Clc1cc(N\C(=N\c2[nH]ccn2)\N)ccc1Cl,training
1.847248945,CCOP(=O)(NC(C)C)OC1=CC=C(SC)C(C)=C1,training
2.201055852,O1CCN(CC1)CCN1c2c(N(C(=O)NC3c4c(CCC3O)cccc4)C1=O)cccc2,training
1.289147853,Fc1ncc(cc1)CN1CCN(CC1)c1ccc(cc1)-c1oc2c(n1)cccc2,training
0.718491713,Clc1ccc2c(CCCC2c2[nH]ccn2)c1NS(=O)(=O)C,training
1.525712258,N1(C[C@]2([C@H](CCC2)C1)c1cc2c(cc1)cccc2)C,training
1.29711527,s1cccc1C1=NN(CCC(C)C)C(=O)C(=C1O)C=1Nc2c(S(=O)(=O)N=1)cc(cc2)-c1[nH]nnc1,training
0.867743768,s1cccc1C1=NN(CCC(C)C)C(=O)C(=C1O)C=1Nc2c(S(=O)(=O)N=1)cc(cc2)C1CCCC1=O,training
0.883513678,C(C1=CC=CC=C1)[N+]1=C2C=CC=CC2=CC=C1,training
2.714242303,[O-][N+](=O)C1=CC=C(Cl)C(Cl)=C1,training
